"review_id";"title";"review_text";"rating";"review_date"
"128";"Beautiful paradise";"My partner and I visited Bali. The resort architecture was stunning. A must-visit in Bali.";"4";"October 2026"
"129";"Heaven on earth";"We just returned from Bvlgari. The Italian restaurant was incredible 😍! A must-visit in Bali.";"5";"October 2025"
"130";"Amazing stay";"We just returned from Bvlgari. Breakfast spread was absolutely breathtaking! A must-visit in Bali.";"5";"October 2024"
"131";"Beautiful paradise";"My partner and I visited Bali. The resort architecture was stunning. We felt like royalty.";"5";"January 2025"
"132";"Overpriced";"The resort looks nice but the dining prices was slightly confusing. We won't be returning.";"1";"October 2025"
"133";"Good but pricey";"Absolutely stunning resort. The Italian restaurant was good, but the beach access needed improvement.";"3";"January 2024"
"134";"Unmatched luxury";"Our family stayed here. The cliffside elevator was incredible 😍! Will definitely return.";"4";"March 2026"
"135";"Beautiful paradise";"My partner and I visited Bali. Our private villa was a dream come true. Can't wait to come back.";"4";"July 2025"
"136";"Amazing stay";"Absolutely stunning resort. The main pool was simply magical. Can't wait to come back.";"5";"May 2024"
"137";"Unmatched luxury";"Our family stayed here. The main pool was impeccable. Will definitely return.";"5";"May 2026"
"138";"Exceptional service";"Our family stayed here. The ocean view was simply magical. A must-visit in Bali.";"5";"September 2026"
"139";"Heaven on earth";"We just returned from Bvlgari. Breakfast spread was stunning. We felt like royalty.";"4";"July 2025"
"140";"Breathtaking views";"We just returned from Bvlgari. Breakfast spread was simply magical. Truly an authentic experience.";"4";"April 2025"
"141";"Exceptional service";"My partner and I visited Bali. The Italian restaurant was impeccable. Can't wait to come back.";"5";"April 2026"
"142";"Mixed experience";"Absolutely stunning resort. Our private villa was good, but the staff coordination was quite expensive.";"3";"February 2024"
"143";"Mixed experience";"My partner and I visited Bali. The ocean view was good, but the buggy service was disappointing.";"3";"October 2025"
"144";"Incredible experience";"What a beautiful property! Butler service was stunning. We felt like royalty.";"5";"October 2026"
"145";"Needs improvement";"A mixed experience. the food quality was slightly confusing. Ruined the vibe.";"2";"April 2025"
"146";"A 5-star dream";"What a beautiful property! The ocean view was outstanding. Will definitely return.";"5";"November 2026"
"147";"Unmatched luxury";"Absolutely stunning resort. The resort architecture was a dream come true. Can't wait to come back.";"4";"April 2025"
"148";"Nice but slow service";"Our family stayed here. The Italian restaurant was good, but the food quality was sub-par.";"3";"October 2026"
"149";"A 5-star dream";"What a beautiful property! The cliffside elevator exceeded our expectations. We felt like royalty.";"5";"March 2025"
"150";"Heaven on earth";"What a beautiful property! The spa treatment was impeccable. Best trip ever.";"4";"August 2025"
"151";"Amazing stay";"My partner and I visited Bali. The ocean view was a dream come true. Can't wait to come back.";"5";"November 2025"
"152";"Perfect getaway";"We just returned from Bvlgari. The main pool was impeccable. A must-visit in Bali.";"5";"October 2026"
"153";"Nice but slow service";"My partner and I visited Bali. Butler service was good, but the room maintenance was a bit slow.";"3";"November 2026"
"154";"A 5-star dream";"My partner and I visited Bali. The main pool was absolutely breathtaking! Best trip ever.";"4";"February 2026"
"155";"Heaven on earth";"Our family stayed here. The main pool was perfect. Highly recommended!";"5";"February 2026"
"156";"Perfect getaway";"Our family stayed here. Balinese hospitality was impeccable. Highly recommended!";"4";"February 2025"
"157";"Exceptional service";"My partner and I visited Bali. Balinese hospitality was outstanding. A must-visit in Bali.";"4";"December 2024"
"158";"A 5-star dream";"Our family stayed here. The resort architecture was incredible 😍! A must-visit in Bali.";"4";"November 2025"
"159";"Mixed experience";"We just returned from Bvlgari. The cliffside elevator was good, but the buggy service was completely overrated.";"3";"January 2024"
"160";"Overpriced";"Not quite what we hoped. the staff coordination was disappointing. They need to fix this.";"1";"January 2024"
"161";"Incredible experience";"What a beautiful property! The spa treatment was incredible 😍! A must-visit in Bali.";"5";"July 2024"
"162";"Mixed experience";"We just returned from Bvlgari. The Italian restaurant was good, but the dining prices was quite expensive.";"3";"November 2024"
"163";"Mixed experience";"My partner and I visited Bali. Our private villa was good, but the check-in process was a bit slow.";"3";"December 2026"
"164";"Amazing stay";"We just returned from Bvlgari. Butler service exceeded our expectations. A must-visit in Bali.";"5";"March 2025"
"165";"Beautiful but overrated";"Our family stayed here. The resort architecture was good, but the wifi connection was quite expensive.";"3";"July 2026"
"166";"Beautiful but overrated";"My partner and I visited Bali. The cliffside elevator was good, but the buggy service was slightly confusing.";"3";"May 2024"
"167";"Average stay";"Our family stayed here. The Italian restaurant was good, but the dining prices needed improvement.";"3";"March 2025"
"168";"Could be better";"We had high expectations. the food quality was quite expensive. Expected more from a luxury brand.";"1";"September 2026"
"169";"Good but pricey";"What a beautiful property! The resort architecture was good, but the room maintenance was disappointing.";"3";"June 2026"
"170";"Perfect getaway";"My partner and I visited Bali. The spa treatment was perfect. Best trip ever.";"5";"July 2025"
"171";"Slow service";"A mixed experience. the staff coordination was sub-par. Expected more from a luxury brand.";"2";"October 2024"
"172";"Good but pricey";"Our family stayed here. The main pool was good, but the food quality was completely overrated.";"3";"September 2025"
"173";"Best resort in Bali";"We just returned from Bvlgari. Breakfast spread was a dream come true. Highly recommended!";"4";"June 2026"
"174";"Amazing stay";"Absolutely stunning resort. The cliffside elevator was outstanding. Highly recommended!";"4";"July 2024"
"175";"Beautiful but overrated";"What a beautiful property! The resort architecture was good, but the check-in process was quite expensive.";"3";"October 2026"
"176";"Exceptional service";"We just returned from Bvlgari. The resort architecture was absolutely breathtaking! Truly an authentic experience.";"5";"January 2026"
"177";"Best resort in Bali";"My partner and I visited Bali. Our private villa was absolutely breathtaking! We felt like royalty.";"5";"October 2024"
"178";"Beautiful paradise";"What a beautiful property! The ocean view was incredible 😍! A must-visit in Bali.";"4";"April 2024"
"179";"Breathtaking views";"What a beautiful property! Our private villa was stunning. Best trip ever.";"5";"December 2026"
"180";"Incredible experience";"Our family stayed here. The cliffside elevator was top notch. Best trip ever.";"4";"August 2026"
"181";"Exceptional service";"Absolutely stunning resort. The resort architecture was a dream come true. Truly an authentic experience.";"5";"July 2024"
"182";"Bad service";"Not quite what we hoped. the room maintenance took too long. They need to fix this.";"2";"December 2026"
"183";"Incredible experience";"We just returned from Bvlgari. The resort architecture exceeded our expectations. A must-visit in Bali.";"4";"April 2026"
"184";"Breathtaking views";"Absolutely stunning resort. Our private villa was simply magical. Can't wait to come back.";"5";"January 2025"
"185";"Beautiful paradise";"We just returned from Bvlgari. Butler service was outstanding. Truly an authentic experience.";"5";"August 2026"
"186";"Bad service";"The resort looks nice but the food quality needed improvement. We won't be returning.";"1";"January 2024"
"187";"Overpriced";"A mixed experience. the staff coordination was quite expensive. They need to fix this.";"1";"October 2026"
"188";"Slow service";"The resort looks nice but the room maintenance was a bit slow. Not worth the price.";"2";"June 2024"
"189";"Unmatched luxury";"Absolutely stunning resort. The Italian restaurant was impeccable. Truly an authentic experience.";"5";"May 2024"
"190";"Perfect getaway";"We just returned from Bvlgari. Butler service was stunning. Best trip ever.";"5";"November 2025"
"191";"Beautiful but overrated";"Our family stayed here. Butler service was good, but the wifi connection was a bit slow.";"3";"September 2024"
"192";"Overrated";"Not quite what we hoped. the staff coordination was a bit slow. Would not recommend.";"1";"November 2025"
"193";"Unmatched luxury";"My partner and I visited Bali. The main pool was perfect. A must-visit in Bali.";"4";"December 2026"
"194";"Amazing stay";"What a beautiful property! Butler service was a dream come true. A must-visit in Bali.";"5";"November 2026"
"195";"Amazing stay";"Absolutely stunning resort. The spa treatment exceeded our expectations. Will definitely return.";"5";"November 2026"
"196";"Amazing stay";"Our family stayed here. The Italian restaurant was stunning. We felt like royalty.";"5";"December 2024"
"197";"Beautiful but overrated";"Our family stayed here. Our private villa was good, but the dining prices was completely overrated.";"3";"March 2025"
"198";"Beautiful but overrated";"Our family stayed here. The resort architecture was good, but the wifi connection was sub-par.";"3";"July 2026"
"199";"Heaven on earth";"What a beautiful property! Balinese hospitality was incredible 😍! Truly an authentic experience.";"5";"May 2025"
"200";"Heaven on earth";"Absolutely stunning resort. The cliffside elevator was incredible 😍! A must-visit in Bali.";"4";"October 2026"
"201";"Breathtaking views";"My partner and I visited Bali. The spa treatment exceeded our expectations. We felt like royalty.";"5";"December 2025"
"202";"Exceptional service";"What a beautiful property! The main pool was perfect. Will definitely return.";"5";"April 2025"
"203";"Unmatched luxury";"We just returned from Bvlgari. Breakfast spread was incredible 😍! Will definitely return.";"4";"July 2025"
"204";"Needs improvement";"Not quite what we hoped. the beach access was slightly confusing. Expected more from a luxury brand.";"2";"December 2025"
"205";"Best resort in Bali";"What a beautiful property! The resort architecture was top notch. Worth every penny.";"5";"November 2026"
"206";"Not a 5-star experience";"The resort looks nice but the food quality was disappointing. Very disappointed.";"1";"September 2026"
"207";"Amazing stay";"We just returned from Bvlgari. Butler service exceeded our expectations. Will definitely return.";"5";"November 2026"
"208";"Beautiful but overrated";"Absolutely stunning resort. Breakfast spread was good, but the food quality was completely overrated.";"3";"July 2025"
"209";"Amazing stay";"Absolutely stunning resort. Balinese hospitality was perfect. Will definitely return.";"4";"October 2024"
"210";"Breathtaking views";"Our family stayed here. The spa treatment was top notch. Best trip ever.";"5";"May 2024"
"211";"Breathtaking views";"We just returned from Bvlgari. The main pool was impeccable. Highly recommended!";"4";"January 2026"
"212";"Overpriced";"A mixed experience. the food quality needed improvement. Not worth the price.";"1";"January 2024"
"213";"Heaven on earth";"We just returned from Bvlgari. The main pool was incredible 😍! We felt like royalty.";"5";"April 2024"
"214";"Heaven on earth";"Absolutely stunning resort. The Italian restaurant was perfect. Will definitely return.";"5";"March 2024"
"215";"Amazing stay";"We just returned from Bvlgari. The resort architecture was outstanding. We felt like royalty.";"5";"February 2025"
"216";"Needs improvement";"We had high expectations. the staff coordination took too long. We won't be returning.";"2";"April 2024"
"217";"Not a 5-star experience";"The resort looks nice but the food quality was sub-par. Needs better management.";"2";"April 2026"
"218";"Unmatched luxury";"My partner and I visited Bali. The spa treatment was outstanding. We felt like royalty.";"5";"March 2026"
"219";"Overpriced";"The resort looks nice but the dining prices was sub-par. Not worth the price.";"2";"October 2026"
"220";"Best resort in Bali";"We just returned from Bvlgari. Balinese hospitality was absolutely breathtaking! Will definitely return.";"4";"April 2024"
"221";"Breathtaking views";"Absolutely stunning resort. Balinese hospitality was outstanding. A must-visit in Bali.";"4";"January 2026"
"222";"Nice but slow service";"Our family stayed here. The main pool was good, but the wifi connection was slightly confusing.";"3";"November 2024"
"223";"Good but pricey";"My partner and I visited Bali. The main pool was good, but the check-in process needed improvement.";"3";"November 2025"
"224";"Heaven on earth";"My partner and I visited Bali. Breakfast spread was impeccable. Worth every penny.";"5";"May 2026"
"225";"Incredible experience";"Our family stayed here. Breakfast spread was incredible 😍! Worth every penny.";"5";"October 2025"
"226";"Breathtaking views";"What a beautiful property! Balinese hospitality was absolutely breathtaking! Highly recommended!";"5";"November 2024"
"227";"Breathtaking views";"We just returned from Bvlgari. Our private villa was simply magical. Highly recommended!";"5";"May 2025"
"228";"Mixed experience";"We just returned from Bvlgari. The Italian restaurant was good, but the beach access was quite expensive.";"3";"November 2024"
"229";"Breathtaking views";"Absolutely stunning resort. Butler service exceeded our expectations. Truly an authentic experience.";"4";"July 2026"
"230";"Unmatched luxury";"We just returned from Bvlgari. Balinese hospitality was incredible 😍! Worth every penny.";"5";"August 2024"
"231";"Exceptional service";"We just returned from Bvlgari. Balinese hospitality exceeded our expectations. Worth every penny.";"5";"November 2025"
"232";"Beautiful paradise";"What a beautiful property! The resort architecture was absolutely breathtaking! Will definitely return.";"5";"September 2025"
"233";"Best resort in Bali";"Absolutely stunning resort. Our private villa was incredible 😍! Worth every penny.";"5";"January 2025"
"234";"Unmatched luxury";"My partner and I visited Bali. Balinese hospitality was stunning. We felt like royalty.";"5";"November 2024"
"235";"Amazing stay";"We just returned from Bvlgari. Butler service was outstanding. Highly recommended!";"4";"October 2026"
"236";"Good but pricey";"Absolutely stunning resort. The spa treatment was good, but the dining prices was quite expensive.";"3";"June 2025"
"237";"A 5-star dream";"Our family stayed here. The Italian restaurant exceeded our expectations. We felt like royalty.";"4";"December 2024"
"238";"Exceptional service";"Our family stayed here. The Italian restaurant was impeccable. Truly an authentic experience.";"4";"June 2024"
"239";"Overrated";"Beautiful location, however the food quality took too long. Ruined the vibe.";"2";"March 2026"
"240";"Amazing stay";"Absolutely stunning resort. The main pool was stunning. A must-visit in Bali.";"5";"September 2026"
"241";"Nice but slow service";"Our family stayed here. Butler service was good, but the staff coordination was disappointing.";"3";"August 2025"
"242";"Perfect getaway";"Our family stayed here. The main pool was outstanding. Truly an authentic experience.";"5";"December 2024"
"243";"Unmatched luxury";"We just returned from Bvlgari. Our private villa was stunning. Truly an authentic experience.";"5";"July 2025"
"244";"Incredible experience";"My partner and I visited Bali. The cliffside elevator was stunning. Can't wait to come back.";"4";"December 2024"
"245";"Amazing stay";"We just returned from Bvlgari. The resort architecture was perfect. A must-visit in Bali.";"5";"May 2026"
"246";"Perfect getaway";"Absolutely stunning resort. The spa treatment exceeded our expectations. Best trip ever.";"5";"October 2025"
"247";"Amazing stay";"What a beautiful property! The resort architecture was stunning. Will definitely return.";"4";"December 2025"
"248";"Beautiful paradise";"Our family stayed here. The Italian restaurant was impeccable. We felt like royalty.";"4";"March 2026"
"249";"Good but pricey";"My partner and I visited Bali. Balinese hospitality was good, but the food quality took too long.";"3";"May 2026"
"250";"Amazing stay";"Absolutely stunning resort. The spa treatment was impeccable. We felt like royalty.";"5";"November 2024"
"251";"Exceptional service";"Our family stayed here. The spa treatment was outstanding. Highly recommended!";"5";"December 2026"
"252";"Heaven on earth";"What a beautiful property! The ocean view was a dream come true. Worth every penny.";"5";"December 2026"
"253";"Heaven on earth";"My partner and I visited Bali. The resort architecture was top notch. Best trip ever.";"4";"July 2025"
"254";"Unmatched luxury";"My partner and I visited Bali. Balinese hospitality was simply magical. Best trip ever.";"4";"December 2026"
"255";"Incredible experience";"My partner and I visited Bali. The Italian restaurant exceeded our expectations. We felt like royalty.";"4";"March 2025"
"256";"Perfect getaway";"What a beautiful property! Balinese hospitality was outstanding. Will definitely return.";"4";"December 2025"
"257";"Perfect getaway";"Our family stayed here. The Italian restaurant was simply magical. A must-visit in Bali.";"5";"January 2026"
