"review_id";"title";"review_text";"rating";"review_date";"cleaned_text";"score_syuzhet";"score_afinn";"sentiment_category";"anger";"anticipation";"disgust";"fear";"joy";"sadness";"surprise";"trust";"negative";"positive"
"37";"Slow service";"Not quite what we hoped. the dining prices was disappointing. They need to fix this.";"2";"December 2026";"not quite what we hoped the dining prices was disappointing they need to fix this";"-1,00";"-2";"Negative";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0"
"38";"Amazing stay";"What a beautiful property! The cliffside elevator was outstanding. Best trip ever.";"4";"November 2025";"what a beautiful property the cliffside elevator was outstanding best trip ever";"2,00";"11";"Positive";"0";"0";"0";"0";"2";"0";"1";"0";"1";"2"
"39";"Bad service";"Not quite what we hoped. the staff coordination was a bit slow. Not worth the price.";"2";"October 2026";"not quite what we hoped the staff coordination was a bit slow not worth the price";"0,90";"2";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"40";"Too expensive";"Beautiful location, however the staff coordination was quite expensive. Would not recommend.";"2";"May 2025";"beautiful location however the staff coordination was quite expensive would not recommend";"1,40";"5";"Positive";"0";"0";"0";"0";"1";"0";"0";"1";"0";"2"
"41";"Beautiful paradise";"What a beautiful property! The cliffside elevator was stunning. Worth every penny.";"4";"December 2026";"what a beautiful property the cliffside elevator was stunning worth every penny";"2,25";"9";"Positive";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2"
"42";"Breathtaking views";"We just returned from Bvlgari. The spa treatment was perfect. Worth every penny.";"5";"August 2026";"we just returned from bvlgari the spa treatment was perfect worth every penny";"1,65";"5";"Positive";"0";"2";"0";"0";"2";"0";"1";"2";"0";"3"
"43";"Heaven on earth";"What a beautiful property! The spa treatment was simply magical. A must-visit in Bali.";"4";"August 2026";"what a beautiful property the spa treatment was simply magical a must visit in bali";"2,05";"3";"Positive";"0";"2";"0";"0";"3";"0";"2";"1";"0";"4"
"44";"Unmatched luxury";"Our family stayed here. Balinese hospitality was perfect. Will definitely return.";"4";"April 2024";"our family stayed here balinese hospitality was perfect will definitely return";"1,75";"3";"Positive";"0";"1";"0";"0";"1";"0";"0";"1";"0";"2"
"45";"A 5-star dream";"My partner and I visited Bali. The ocean view was impeccable. Will definitely return.";"4";"August 2024";"my partner and i visited bali the ocean view was impeccable will definitely return";"1,30";"0";"Positive";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2"
"46";"Perfect getaway";"Our family stayed here. The cliffside elevator was perfect. Can't wait to come back.";"5";"July 2026";"our family stayed here the cliffside elevator was perfect can t wait to come back";"0,50";"3";"Positive";"0";"2";"0";"0";"1";"0";"0";"1";"1";"1"
"47";"Amazing stay";"Absolutely stunning resort. Breakfast spread was top notch. Worth every penny.";"5";"October 2024";"absolutely stunning resort breakfast spread was top notch worth every penny";"2,10";"8";"Positive";"0";"1";"0";"0";"0";"0";"0";"1";"0";"3"
"48";"A 5-star dream";"Our family stayed here. Balinese hospitality was a dream come true. Will definitely return.";"5";"April 2026";"our family stayed here balinese hospitality was a dream come true will definitely return";"1,75";"3";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"49";"Heaven on earth";"Our family stayed here. Our private villa was a dream come true. Worth every penny.";"5";"July 2025";"our family stayed here our private villa was a dream come true worth every penny";"1,50";"5";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"50";"Unmatched luxury";"Absolutely stunning resort. Balinese hospitality was perfect. Can't wait to come back.";"5";"August 2024";"absolutely stunning resort balinese hospitality was perfect can t wait to come back";"2,25";"7";"Positive";"0";"2";"0";"0";"1";"0";"0";"1";"1";"2"
"51";"Beautiful but overrated";"Absolutely stunning resort. Our private villa was good, but the wifi connection was disappointing.";"3";"October 2025";"absolutely stunning resort our private villa was good but the wifi connection was disappointing";"0,50";"5";"Positive";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1"
"52";"Good but pricey";"What a beautiful property! The ocean view was good, but the check-in process took too long.";"3";"January 2025";"what a beautiful property the ocean view was good but the check in process took too long";"1,50";"6";"Positive";"0";"2";"0";"0";"2";"0";"1";"1";"0";"2"
"53";"Perfect getaway";"My partner and I visited Bali. The resort architecture was incredible 😍! Can't wait to come back.";"5";"April 2025";"my partner and i visited bali the resort architecture was incredible can t wait to come back";"1,05";"0";"Positive";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1"
"54";"Exceptional service";"Absolutely stunning resort. The resort architecture was incredible 😍! Can't wait to come back.";"5";"January 2025";"absolutely stunning resort the resort architecture was incredible can t wait to come back";"1,00";"4";"Positive";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0"
"55";"A 5-star dream";"Our family stayed here. Balinese hospitality was stunning. A must-visit in Bali.";"4";"June 2025";"our family stayed here balinese hospitality was stunning a must visit in bali";"2,15";"4";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
"56";"Unmatched luxury";"Our family stayed here. Balinese hospitality was absolutely breathtaking! Will definitely return.";"4";"December 2025";"our family stayed here balinese hospitality was absolutely breathtaking will definitely return";"1,50";"5";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"57";"Unmatched luxury";"Absolutely stunning resort. The Italian restaurant was impeccable. Highly recommended!";"5";"April 2024";"absolutely stunning resort the italian restaurant was impeccable highly recommended";"1,75";"6";"Positive";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1"
"58";"Amazing stay";"Absolutely stunning resort. Our private villa was outstanding. Will definitely return.";"4";"December 2025";"absolutely stunning resort our private villa was outstanding will definitely return";"1,50";"9";"Positive";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1"
"59";"Bad service";"A mixed experience. the food quality was quite expensive. Ruined the vibe.";"2";"October 2024";"a mixed experience the food quality was quite expensive ruined the vibe";"-0,60";"0";"Negative";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1"
"60";"Heaven on earth";"Our family stayed here. The cliffside elevator exceeded our expectations. Can't wait to come back.";"5";"October 2026";"our family stayed here the cliffside elevator exceeded our expectations can t wait to come back";"0,15";"0";"Positive";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"61";"Could be better";"We had high expectations. the staff coordination was slightly confusing. Not worth the price.";"1";"May 2025";"we had high expectations the staff coordination was slightly confusing not worth the price";"0,65";"0";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"62";"A 5-star dream";"Absolutely stunning resort. The Italian restaurant was absolutely breathtaking! A must-visit in Bali.";"4";"June 2026";"absolutely stunning resort the italian restaurant was absolutely breathtaking a must visit in bali";"1,65";"9";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"63";"Not a 5-star experience";"Beautiful location, however the wifi connection was slightly confusing. Expected more from a luxury brand.";"1";"November 2026";"beautiful location however the wifi connection was slightly confusing expected more from a luxury brand";"0,75";"3";"Positive";"0";"1";"0";"0";"2";"0";"0";"0";"0";"2"
"64";"Amazing stay";"Our family stayed here. The main pool was absolutely breathtaking! Best trip ever.";"5";"January 2025";"our family stayed here the main pool was absolutely breathtaking best trip ever";"1,40";"8";"Positive";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2"
"65";"Best resort in Bali";"Absolutely stunning resort. The spa treatment was impeccable. Will definitely return.";"5";"December 2025";"absolutely stunning resort the spa treatment was impeccable will definitely return";"1,40";"4";"Positive";"0";"1";"0";"0";"1";"0";"1";"2";"0";"2"
"66";"Too expensive";"We had high expectations. the room maintenance was sub-par. Needs better management.";"2";"April 2026";"we had high expectations the room maintenance was sub par needs better management";"1,20";"2";"Positive";"0";"0";"0";"0";"0";"0";"0";"2";"0";"1"
"67";"Perfect getaway";"We just returned from Bvlgari. The main pool was stunning. Worth every penny.";"4";"May 2025";"we just returned from bvlgari the main pool was stunning worth every penny";"1,90";"6";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3"
"68";"Amazing stay";"What a beautiful property! The cliffside elevator exceeded our expectations. Will definitely return.";"5";"November 2025";"what a beautiful property the cliffside elevator exceeded our expectations will definitely return";"1,15";"3";"Positive";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1"
"69";"Incredible experience";"Absolutely stunning resort. Butler service was perfect. Will definitely return.";"4";"August 2025";"absolutely stunning resort butler service was perfect will definitely return";"1,90";"7";"Positive";"0";"1";"0";"0";"1";"0";"0";"2";"0";"2"
"70";"Beautiful paradise";"Our family stayed here. The main pool was outstanding. Worth every penny.";"4";"March 2024";"our family stayed here the main pool was outstanding worth every penny";"1,90";"7";"Positive";"0";"0";"0";"0";"1";"0";"0";"0";"1";"4"
"71";"Not a 5-star experience";"The resort looks nice but the food quality needed improvement. Needs better management.";"2";"July 2026";"the resort looks nice but the food quality needed improvement needs better management";"2,85";"9";"Positive";"0";"0";"0";"0";"2";"0";"0";"3";"0";"3"
"72";"Disappointing";"We had high expectations. the dining prices was a bit slow. We won't be returning.";"1";"January 2026";"we had high expectations the dining prices was a bit slow we won t be returning";"0,25";"3";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"73";"Breathtaking views";"We just returned from Bvlgari. The main pool exceeded our expectations. Can't wait to come back.";"5";"April 2025";"we just returned from bvlgari the main pool exceeded our expectations can t wait to come back";"0,55";"0";"Positive";"0";"1";"0";"0";"0";"0";"0";"0";"1";"2"
"74";"Amazing stay";"My partner and I visited Bali. The cliffside elevator was stunning. Truly an authentic experience.";"5";"June 2025";"my partner and i visited bali the cliffside elevator was stunning truly an authentic experience";"2,05";"4";"Positive";"0";"0";"0";"0";"1";"0";"0";"1";"0";"2"
"75";"Perfect getaway";"My partner and I visited Bali. The resort architecture was impeccable. Best trip ever.";"4";"December 2026";"my partner and i visited bali the resort architecture was impeccable best trip ever";"1,80";"3";"Positive";"0";"0";"0";"0";"0";"0";"1";"2";"0";"2"
"76";"A let down";"A mixed experience. the dining prices was sub-par. Not worth the price.";"2";"September 2026";"a mixed experience the dining prices was sub par not worth the price";"0,75";"2";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"77";"A let down";"We had high expectations. the beach access was completely overrated. Expected more from a luxury brand.";"2";"April 2025";"we had high expectations the beach access was completely overrated expected more from a luxury brand";"0,65";"2";"Positive";"0";"1";"0";"0";"2";"0";"0";"0";"0";"2"
"78";"Incredible experience";"Absolutely stunning resort. Butler service was incredible 😍! Highly recommended!";"5";"July 2025";"absolutely stunning resort butler service was incredible highly recommended";"2,15";"6";"Positive";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1"
"79";"Breathtaking views";"Absolutely stunning resort. Butler service was impeccable. Best trip ever.";"5";"November 2026";"absolutely stunning resort butler service was impeccable best trip ever";"2,15";"7";"Positive";"0";"0";"0";"0";"0";"0";"1";"2";"0";"2"
"80";"Nice but slow service";"Our family stayed here. Butler service was good, but the food quality was completely overrated.";"3";"February 2025";"our family stayed here butler service was good but the food quality was completely overrated";"1,70";"5";"Positive";"0";"1";"0";"0";"2";"0";"1";"3";"0";"4"
"81";"Amazing stay";"What a beautiful property! Breakfast spread was top notch. Worth every penny.";"5";"December 2026";"what a beautiful property breakfast spread was top notch worth every penny";"2,10";"7";"Positive";"0";"1";"0";"0";"1";"0";"0";"1";"0";"4"
"82";"Best resort in Bali";"What a beautiful property! The Italian restaurant was simply magical. Will definitely return.";"5";"October 2026";"what a beautiful property the italian restaurant was simply magical will definitely return";"1,50";"3";"Positive";"0";"1";"0";"0";"2";"0";"1";"0";"0";"2"
"83";"Slow service";"We had high expectations. the wifi connection was disappointing. We won't be returning.";"2";"November 2024";"we had high expectations the wifi connection was disappointing we won t be returning";"-0,50";"1";"Negative";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0"
"84";"Incredible experience";"We just returned from Bvlgari. The spa treatment was absolutely breathtaking! Best trip ever.";"4";"September 2025";"we just returned from bvlgari the spa treatment was absolutely breathtaking best trip ever";"1,15";"8";"Positive";"0";"1";"0";"0";"1";"0";"2";"1";"0";"1"
"85";"Incredible experience";"We just returned from Bvlgari. Butler service was simply magical. Worth every penny.";"5";"January 2026";"we just returned from bvlgari butler service was simply magical worth every penny";"1,90";"2";"Positive";"0";"1";"0";"0";"1";"0";"1";"1";"0";"3"
"86";"Unmatched luxury";"Our family stayed here. The ocean view was outstanding. Will definitely return.";"5";"January 2026";"our family stayed here the ocean view was outstanding will definitely return";"0,75";"5";"Positive";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1"
"87";"A 5-star dream";"What a beautiful property! The ocean view exceeded our expectations. A must-visit in Bali.";"4";"June 2025";"what a beautiful property the ocean view exceeded our expectations a must visit in bali";"1,55";"3";"Positive";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2"
"88";"Best resort in Bali";"My partner and I visited Bali. Balinese hospitality was outstanding. Best trip ever.";"4";"May 2025";"my partner and i visited bali balinese hospitality was outstanding best trip ever";"3,05";"8";"Positive";"0";"0";"0";"0";"1";"0";"1";"0";"1";"3"
"89";"Overrated";"The resort looks nice but the buggy service was slightly confusing. Expected more from a luxury brand.";"1";"November 2026";"the resort looks nice but the buggy service was slightly confusing expected more from a luxury brand";"0,50";"3";"Positive";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1"
"90";"Breathtaking views";"My partner and I visited Bali. The cliffside elevator was simply magical. A must-visit in Bali.";"5";"October 2026";"my partner and i visited bali the cliffside elevator was simply magical a must visit in bali";"1,95";"0";"Positive";"0";"1";"0";"0";"1";"0";"1";"0";"0";"3"
"91";"Beautiful paradise";"My partner and I visited Bali. Butler service was a dream come true. Highly recommended!";"5";"May 2024";"my partner and i visited bali butler service was a dream come true highly recommended";"2,45";"5";"Positive";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2"
"92";"Amazing stay";"Absolutely stunning resort. The ocean view was incredible 😍! Will definitely return.";"4";"January 2024";"absolutely stunning resort the ocean view was incredible will definitely return";"1,25";"4";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"93";"Beautiful paradise";"We just returned from Bvlgari. Butler service was a dream come true. Can't wait to come back.";"4";"September 2024";"we just returned from bvlgari butler service was a dream come true can t wait to come back";"0,90";"3";"Positive";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1"
"94";"Breathtaking views";"Absolutely stunning resort. Our private villa exceeded our expectations. A must-visit in Bali.";"5";"January 2025";"absolutely stunning resort our private villa exceeded our expectations a must visit in bali";"1,55";"4";"Positive";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"95";"Heaven on earth";"What a beautiful property! Our private villa exceeded our expectations. Truly an authentic experience.";"5";"September 2024";"what a beautiful property our private villa exceeded our expectations truly an authentic experience";"1,65";"3";"Positive";"0";"0";"0";"0";"2";"0";"0";"1";"0";"2"
"96";"Slow service";"A mixed experience. the buggy service was sub-par. They need to fix this.";"1";"November 2025";"a mixed experience the buggy service was sub par they need to fix this";"0,00";"0";"Neutral";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"97";"Too expensive";"Beautiful location, however the wifi connection was quite expensive. Needs better management.";"1";"April 2026";"beautiful location however the wifi connection was quite expensive needs better management";"1,70";"5";"Positive";"0";"0";"0";"0";"1";"0";"0";"1";"0";"2"
"98";"Beautiful paradise";"Our family stayed here. The spa treatment exceeded our expectations. Best trip ever.";"5";"July 2025";"our family stayed here the spa treatment exceeded our expectations best trip ever";"1,05";"3";"Positive";"0";"1";"0";"0";"1";"0";"2";"1";"0";"1"
"99";"Amazing stay";"We just returned from Bvlgari. The main pool was outstanding. Highly recommended!";"5";"February 2024";"we just returned from bvlgari the main pool was outstanding highly recommended";"1,65";"7";"Positive";"0";"0";"0";"0";"1";"0";"0";"0";"1";"3"
"100";"Unmatched luxury";"What a beautiful property! Balinese hospitality was stunning. Best trip ever.";"5";"October 2025";"what a beautiful property balinese hospitality was stunning best trip ever";"3,00";"10";"Positive";"0";"0";"0";"0";"1";"0";"1";"0";"0";"2"
"101";"Average stay";"Our family stayed here. The Italian restaurant was good, but the dining prices was sub-par.";"3";"November 2024";"our family stayed here the italian restaurant was good but the dining prices was sub par";"0,75";"3";"Positive";"0";"1";"0";"0";"1";"0";"1";"1";"0";"1"
"102";"Nice but slow service";"What a beautiful property! Our private villa was good, but the beach access was disappointing.";"3";"May 2024";"what a beautiful property our private villa was good but the beach access was disappointing";"0,50";"4";"Positive";"0";"1";"0";"0";"3";"1";"1";"1";"1";"2"
"103";"Heaven on earth";"Our family stayed here. The resort architecture exceeded our expectations. Highly recommended!";"4";"November 2025";"our family stayed here the resort architecture exceeded our expectations highly recommended";"0,90";"2";"Positive";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
"104";"A let down";"Not quite what we hoped. the room maintenance was disappointing. Would not recommend.";"2";"December 2026";"not quite what we hoped the room maintenance was disappointing would not recommend";"-0,50";"0";"Negative";"0";"0";"0";"0";"0";"1";"0";"2";"1";"1"
"105";"Exceptional service";"What a beautiful property! The main pool was stunning. Will definitely return.";"4";"February 2025";"what a beautiful property the main pool was stunning will definitely return";"1,90";"7";"Positive";"0";"0";"0";"0";"1";"0";"0";"0";"0";"3"
"106";"Nice but slow service";"Our family stayed here. Balinese hospitality was good, but the check-in process was quite expensive.";"3";"January 2025";"our family stayed here balinese hospitality was good but the check in process was quite expensive";"1,50";"3";"Positive";"0";"1";"0";"0";"1";"0";"1";"1";"0";"2"
"107";"Amazing stay";"My partner and I visited Bali. The resort architecture was perfect. Truly an authentic experience.";"4";"February 2026";"my partner and i visited bali the resort architecture was perfect truly an authentic experience";"2,05";"3";"Positive";"0";"1";"0";"0";"2";"0";"0";"3";"0";"3"
"108";"Not a 5-star experience";"A mixed experience. the dining prices needed improvement. Needs better management.";"2";"May 2025";"a mixed experience the dining prices needed improvement needs better management";"1,95";"4";"Positive";"0";"0";"0";"0";"1";"0";"0";"2";"0";"2"
"109";"A 5-star dream";"We just returned from Bvlgari. The ocean view was outstanding. We felt like royalty.";"4";"January 2026";"we just returned from bvlgari the ocean view was outstanding we felt like royalty";"1,85";"7";"Positive";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2"
"110";"Disappointing";"Beautiful location, however the room maintenance needed improvement. They need to fix this.";"1";"October 2025";"beautiful location however the room maintenance needed improvement they need to fix this";"1,50";"5";"Positive";"0";"0";"0";"0";"2";"0";"0";"2";"0";"2"
"111";"A let down";"Beautiful location, however the room maintenance was quite expensive. Ruined the vibe.";"2";"April 2025";"beautiful location however the room maintenance was quite expensive ruined the vibe";"-0,25";"1";"Negative";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1"
